## Site Characteristics
        Country='The Netherlands'
        Station='370 Eindhoven'
        Description=''
        Source='KNMI'
        Contact='Herman Berghuijs (herman.berghuijs@wur.nl)'
        Longitude=5.377;Latitude=51.451;Elevation=22.6;AngstromA=0.158;AngstromB=0.534;HasSunshine=False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
2021412,15190,-2.5,8.5,0.518395,2.9,1.2,-999
2021413,16450,-3,10.6,0.467548,2.3,0,-999
2021414,15680,-1.9,10.2,0.456888,2.6,0,-999
2021415,14160,-0.6,9.9,0.500435,2.5,0,-999
2021416,20750,-1.3,13.1,0.453842,3.8,0,-999
2021417,20620,0.9,13.8,0.595948,4,0,-999
2021418,21130,-0.1,15.9,0.652398,2.5,0,-999
2021419,6260,2,11.4,0.858015,1.2,1.5,-999
2021420,18500,0.5,17.9,0.700059,1.2,0,-999
2021421,21230,1.7,16,0.744989,4,0,-999
2021422,23050,-1.4,12.9,0.560565,3.1,0,-999
2021423,24730,-2.5,14.5,0.569101,2.9,0,-999
2021424,23390,2.3,14.5,0.591756,4.6,0,-999
2021425,23080,1,12.2,0.587936,4.2,0,-999
2021426,25240,0.2,14.7,0.511197,3.9,0,-999
2021427,24460,1.3,16.8,0.507589,3.5,0,-999
2021428,21670,2.9,20.6,0.487187,3.7,0,-999
2021429,5190,3.4,10.4,0.728258,4.1,0.2,-999
2021430,12030,3.3,12.3,0.807863,2.8,1.3,-999
202151,16270,-0.6,12.9,0.613833,2.9,0,-999
202152,15130,0,12.1,0.594627,3.1,0,-999
202153,19500,-0.6,15.8,0.556164,5.4,0,-999
202154,11130,4.8,13.1,0.824296,9,10.2,-999
202155,16280,3.6,11.2,0.669659,5,6.1,-999
202156,15300,2.2,11.8,0.651447,3.1,0.7,-999
202157,21300,0.9,13.9,0.621242,3.1,1.3,-999
202158,10860,2.3,19.1,0.80775,4.4,0.4,-999
202159,15730,10.8,27.2,1.19986,4.4,0.1,-999
2021510,14100,12.5,21.8,1.089107,4.9,0,-999
2021511,9100,10.8,17.8,1.243419,1.6,0.7,-999
2021512,17280,7.6,17.4,0.9932,2.3,0.2,-999
2021513,17620,5.9,20.2,0.904845,2.2,0.5,-999
2021514,20600,5.1,17.8,0.848251,1.9,0.8,-999
2021515,11900,6.9,15.3,0.983041,3.1,1.9,-999
2021516,16720,8.8,17.2,1.058047,4.1,8.8,-999
2021517,10800,7.1,14.4,1.02371,4,3.9,-999
2021518,21210,6.6,16.7,0.938509,3.6,3.4,-999
2021519,14920,6.2,16.1,1.004417,2.9,8.3,-999
2021520,13160,4.7,16.7,0.869616,4,0,-999
2021521,17380,9.9,17.9,0.895899,7.5,1.4,-999
2021522,8030,9.3,13.7,1.116907,6.5,12.2,-999
2021523,19320,9.3,16.3,0.966681,5.5,0.2,-999
2021524,11600,7.6,16.6,1.024811,4.9,2.9,-999
2021525,13350,6.5,14.6,0.990234,5,3,-999
2021526,18230,8.3,15.7,0.990731,5,0.4,-999
2021527,6530,5.1,13.3,0.980296,3.9,0.1,-999
2021528,26120,3.1,19.1,0.808937,1.7,0,-999
2021529,28730,7,20.2,1.010363,3.4,0,-999
2021530,29630,7.2,22.6,0.939996,3.4,0,-999
2021531,27200,9,23.8,1.05632,3.2,0,-999
202161,29830,12.5,26,0.879079,3.4,0,-999
202162,29100,9.6,29.4,0.964949,2.5,0,-999
202163,14980,14.8,26.4,1.704434,2.6,0.7,-999
202164,19510,13.7,27.4,1.589416,2.1,29.8,-999
202165,7300,13.7,19.3,1.604412,2.8,0,-999
202166,16210,11.5,22.4,1.17279,2.9,0,-999
202167,29220,8.2,23.9,1.090973,2.6,0,-999
202168,28710,11.3,25.4,1.28772,1.8,0,-999
202169,24100,12,26.4,1.313137,1.9,0,-999
2021610,28390,11.2,27.2,1.112223,2.1,0,-999
2021611,24100,13.2,26.6,1.561957,2.6,0,-999
2021612,18640,8.5,22.8,1.140599,3.8,0,-999
2021613,30200,6.4,24.2,0.944623,1.4,0,-999
2021614,29770,10.2,29.3,1.158935,2.6,0,-999
2021615,23800,14.5,25.2,1.449273,2.9,0,-999
2021616,27550,15.3,31.1,1.45832,2.3,0,-999
2021617,23820,17.5,31.7,1.664825,3.5,0,-999
2021618,23150,18.6,32.2,1.966425,3.9,16.8,-999
2021619,19820,18.5,23.5,1.977818,3.8,7.8,-999
2021620,21030,17,25.7,1.715836,4,0,-999
2021621,8810,13.9,18.4,1.574567,4.6,26,-999
2021622,9040,11.7,18,1.165705,3.8,4.2,-999
2021623,11350,11.3,17.9,1.227751,3.3,0,-999
2021624,10600,9,18.8,1.25699,2.6,0,-999
2021625,12170,6.4,21.2,1.105286,2.8,1,-999
2021626,22630,13.8,26.1,1.432573,2.2,0,-999
2021627,17940,15.5,28.2,1.674782,2.9,8.1,-999
2021628,14020,14,24.9,1.8777,1.4,0.8,-999
2021629,19110,14.2,24.9,1.722483,3.4,2.9,-999
2021630,5920,12.8,16.2,1.534685,2.9,18.6,-999
202171,5210,10.9,15.6,1.374491,2.9,0.8,-999
202172,13730,10.6,22.4,1.439051,1.8,0,-999
202173,11770,13.4,23.7,1.617862,2,13.3,-999
202174,12160,13.5,22.5,1.679068,2,8.5,-999
202175,15030,13.2,20.6,1.573138,3.3,2.7,-999
202176,13150,12.5,21.5,1.380897,5.5,2.1,-999
202177,20340,12.2,23.2,1.393061,3.2,0,-999
202178,18740,12.6,24,1.408849,1.8,0,-999
202179,26400,11.7,23.4,1.437123,2.3,0,-999
2021710,14620,14.6,23.1,1.57749,1.6,15.7,-999
2021711,22350,14.2,23.7,1.53429,2.2,0,-999
2021712,16590,13.3,25.2,1.534589,1.8,0,-999
2021713,5030,15.7,21.2,1.884789,3.2,0,-999
2021714,4200,16.9,19.3,1.904629,5.1,10.8,-999
2021715,2590,16.4,18.5,1.863054,4.7,21.2,-999
2021716,10460,15.2,21.9,1.622026,2.8,0.2,-999
2021717,27370,14.9,25.7,1.696024,3.7,0,-999
2021718,26840,13.4,27.7,1.700506,2.7,0,-999
2021719,21630,14,23.5,1.512175,2.7,0,-999
2021720,26370,11.6,23.1,1.306712,2.3,0,-999
2021721,24840,10.6,25.1,1.321008,1.5,0,-999
2021722,24720,13.8,24,1.488488,2.7,0,-999
2021723,27090,11.6,23.9,1.332211,3.3,0,-999
2021724,5990,15.1,21.1,1.729339,2.6,6.6,-999
2021725,20390,15,25.5,1.740833,2,2.5,-999
2021726,17660,15.2,24.3,1.734034,3.7,0,-999
2021727,14240,15.2,23.1,1.73678,3.3,1.9,-999
2021728,18020,14.1,22.7,1.5586,5.5,0.5,-999
2021729,20340,12.1,22.6,1.147653,5.8,0,-999
2021730,16660,12,24.3,1.407027,5.1,2.1,-999
2021731,13790,13.6,21.3,1.520265,5.2,4.2,-999
202181,9650,10.6,19,1.472322,3,1.6,-999
202182,13710,10.2,19.7,1.257725,1.5,0,-999
202183,14080,10.4,20.9,1.279093,1.5,0,-999
202184,15960,10.4,22.6,1.248723,1.2,0.8,-999
202185,17410,13.4,24.3,1.46728,1.6,0,-999
202186,16170,16,21.4,1.748451,4.9,7.4,-999
202187,16370,14.1,23.2,1.511661,4.3,11.6,-999
202188,17090,13.9,21.3,1.395466,6.7,0.5,-999
202189,15070,13.1,21.2,1.471425,4.1,1.3,-999
2021810,12210,12.3,20.5,1.552197,3.4,0.8,-999
2021811,21290,12.2,23.7,1.421477,1.9,0,-999
2021812,18380,11.3,25.9,1.484879,1.6,0,-999
2021813,17430,12.1,23.3,1.407006,2.5,0,-999
2021814,22630,11.1,24,1.416729,2.8,0,-999
2021815,20780,13.7,27.5,1.581233,3.6,0,-999
2021816,6910,10.7,17.2,1.209753,4.6,7.7,-999
2021817,5890,11.3,16.8,1.37653,4.5,4.9,-999
2021818,7800,15,20.2,1.679352,3.7,1.3,-999
2021819,6380,12.1,19.4,1.457764,3.5,0,-999
2021820,11420,11.8,22.8,1.608082,2.4,0,-999
2021821,16310,13.4,25.2,1.554761,1.8,16.3,-999
2021822,12040,16.1,22.2,1.784089,3.8,4.9,-999
2021823,8090,13,21.1,1.597209,3.6,2,-999
2021824,19780,10.1,22.5,1.173204,4.3,0,-999
2021825,20740,8,22.6,1.123573,2.7,0,-999
2021826,11260,9.7,19.4,1.298583,3.6,1.1,-999
2021827,12350,10.4,20.1,1.293177,4,0.1,-999
2021828,13690,12.6,21.7,1.46046,4.5,0.2,-999
2021829,4530,12.8,17,1.494359,3.8,1.1,-999
2021830,10640,14.5,22,1.64857,3.9,0,-999
2021831,13850,14.7,22.2,1.535536,4.1,0,-999
202191,6460,14.1,18.6,1.420611,1.6,0,-999
202192,16060,12.9,21.7,1.405812,2.7,0,-999
202193,19630,10.3,24.9,1.410625,3.3,0,-999
202194,11670,11.8,21.1,1.510933,3.5,0,-999
202195,19670,8.7,24.6,1.309055,2.3,0,-999
202196,17660,8,25.6,1.132969,1.3,0,-999
202197,16750,11.4,26.8,1.435752,1.8,0,-999
202198,18550,13.1,27.9,1.373644,2.5,0,-999
202199,13770,15.5,27.1,1.939116,3,0,-999
2021910,8280,16.5,23,1.973355,2.6,16.2,-999
2021911,7370,14.2,20.4,1.752265,3.7,1.1,-999
2021912,12050,10.2,21.5,1.385739,2.1,0,-999
2021913,15360,7.7,20.7,1.216108,1.9,0,-999
2021914,9540,12.6,24.2,1.636001,2.2,0.9,-999
2021915,7220,11,20.6,1.541054,2.5,10.2,-999
2021916,14250,10.2,21.6,1.358058,2.8,0,-999
2021917,14090,11,22.2,1.399167,1.7,0,-999
2021918,13300,8.9,22.4,1.255278,2,0,-999
2021919,13620,11.9,21.5,1.327475,2.9,0,-999
2021920,15590,7.7,18.2,0.964081,3.6,0,-999
2021921,14050,4,18.6,0.898073,1.3,0,-999
2021922,14680,5.3,20.4,0.987733,1.7,0,-999
2021923,12270,7.4,20.4,1.203007,3.9,0,-999
2021924,7220,14,22.3,1.599109,3.8,0,-999
2021925,9460,14.7,22.5,1.551493,2.6,0,-999
2021926,9950,14.4,22.6,1.739037,2.8,0.4,-999
2021927,6250,9.9,21.2,1.491473,4,3.3,-999
2021928,13950,8.6,19.3,1.140866,3.2,0,-999
2021929,5520,7.1,14.2,1.021683,4.6,5.6,-999
2021930,8500,6,15,0.950281,4.6,0,-999
2021101,8090,10.4,18.1,1.159893,5.6,2.2,-999
2021102,8090,10.4,18.1,1.159893,5.6,2.2,-999
