iProfile,iBOFEK2012,iHoofd,iSoil1,iZ1,iSoil2,iZ2,iSoil3,iZ3,iSoil4,iZ4,iSoil5,iZ5,iSoil6,iZ6,iSoil7,iZ7,iSoil8,iZ8,iSoil9,iZ9
15452,413,4,9,10,9,20,29,40,30,90,35,120,0,99999,0,99999,0,99999,0,99999
15460,415,4,11,25,30,60,29,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
15461,415,4,11,20,30,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
15462,405,4,10,10,10,20,30,60,36,80,30,110,30,120,0,99999,0,99999,0,99999
15470,415,4,11,10,11,20,30,70,31,85,30,120,0,99999,0,99999,0,99999,0,99999
15480,405,4,11,10,11,20,30,60,31,75,30,90,35,120,0,99999,0,99999,0,99999
15481,405,4,11,10,11,20,30,60,31,90,35,120,0,99999,0,99999,0,99999,0,99999
90115490,416,4,8,25,27,50,26,90,21,120,0,99999,0,99999,0,99999,0,99999,0,99999
90215490,416,4,8,10,8,25,27,50,26,90,21,120,0,99999,0,99999,0,99999,0,99999
90115500,418,4,9,25,28,50,28,70,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
90215500,418,4,9,10,9,25,28,50,28,70,28,120,0,99999,0,99999,0,99999,0,99999
15510,421,4,10,10,10,20,29,60,29,90,28,120,0,99999,0,99999,0,99999,0,99999
15520,414,4,10,10,10,20,29,40,30,80,30,120,0,99999,0,99999,0,99999,0,99999
15521,414,4,10,25,29,35,30,80,20,90,20,110,19,120,0,99999,0,99999,0,99999
15530,414,4,10,10,10,20,29,40,30,120,0,99999,0,99999,0,99999,0,99999,0,99999
15540,415,4,11,8,11,20,30,40,30,100,30,120,0,99999,0,99999,0,99999,0,99999
15541,415,4,11,8,11,20,30,40,30,90,19,120,0,99999,0,99999,0,99999,0,99999
15550,415,4,11,8,11,20,30,40,30,90,30,120,0,99999,0,99999,0,99999,0,99999
15560,405,4,11,8,11,20,30,90,35,120,0,99999,0,99999,0,99999,0,99999,0,99999
16010,404,4,11,10,11,20,30,30,31,55,35,120,0,99999,0,99999,0,99999,0,99999
16020,410,4,9,10,9,20,28,30,29,70,27,120,0,99999,0,99999,0,99999,0,99999
16021,410,4,9,10,9,23,27,70,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
16030,415,4,11,15,11,30,30,70,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
16040,404,4,12,8,12,20,31,40,31,60,35,120,0,99999,0,99999,0,99999,0,99999
90116050,408,4,8,25,27,50,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
90216050,408,4,8,25,27,50,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
90116060,414,4,10,20,29,50,31,90,31,120,0,99999,0,99999,0,99999,0,99999,0,99999
90216060,414,4,10,8,10,20,29,40,31,90,31,120,0,99999,0,99999,0,99999,0,99999
16061,404,4,10,8,10,20,29,40,31,95,35,120,0,99999,0,99999,0,99999,0,99999
16070,415,4,11,8,11,20,30,45,31,120,0,99999,0,99999,0,99999,0,99999,0,99999
90116080,417,4,8,25,27,70,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
90216080,417,4,8,25,27,60,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
90116090,419,4,9,25,28,50,29,90,27,120,0,99999,0,99999,0,99999,0,99999,0,99999
90216090,419,4,9,10,9,25,28,50,29,90,27,120,0,99999,0,99999,0,99999,0,99999
16110,410,4,9,10,9,20,28,60,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
16111,411,4,9,10,9,20,28,60,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
16120,410,4,9,10,9,20,27,60,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
16121,418,4,9,10,9,20,28,45,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
16130,414,4,10,10,10,20,29,50,31,100,28,120,0,99999,0,99999,0,99999,0,99999
16140,410,4,9,10,9,20,28,60,19,90,19,120,0,99999,0,99999,0,99999,0,99999
16150,414,4,10,25,29,55,30,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
16160,422,4,11,8,11,15,30,30,31,80,29,120,0,99999,0,99999,0,99999,0,99999
16170,415,4,11,8,11,15,30,85,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
16171,404,4,11,8,11,15,30,70,35,105,19,120,0,99999,0,99999,0,99999,0,99999
16180,415,4,11,20,30,90,29,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
16190,422,4,12,8,12,15,31,50,31,120,0,99999,0,99999,0,99999,0,99999,0,99999
16200,404,4,12,8,12,15,31,90,35,120,0,99999,0,99999,0,99999,0,99999,0,99999
16201,404,4,12,8,12,15,31,50,36,70,31,120,0,99999,0,99999,0,99999,0,99999
90116210,417,4,8,25,27,45,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
90216210,417,4,8,25,27,45,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
90116220,419,4,9,25,28,60,29,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
90216220,419,4,9,10,9,25,28,50,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
90116230,416,4,8,25,27,60,26,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
90216230,416,4,8,25,27,40,26,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
90116240,418,4,9,25,28,60,28,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
90216240,418,4,9,25,28,60,28,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
90116250,416,4,8,25,27,60,26,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
90216250,416,4,8,25,27,60,26,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
90116260,418,4,9,25,28,60,29,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
90216260,418,4,9,25,28,60,29,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
17010,408,4,8,20,27,40,28,65,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
17020,409,4,8,20,27,40,28,65,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
17030,411,4,9,20,28,40,29,70,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
17040,411,4,9,20,28,40,29,65,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
17050,414,4,10,20,29,45,30,70,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
17051,414,4,10,20,29,45,30,70,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
17060,408,4,8,25,27,50,27,80,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
17061,409,4,8,25,27,50,27,80,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
17070,411,4,9,25,28,45,29,70,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
17071,411,4,9,25,28,45,29,80,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
18010,504,5,13,25,32,90,21,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
18020,504,5,13,25,32,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
18021,506,5,13,25,32,70,32,90,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
18030,506,5,13,25,32,90,23,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
18031,505,5,13,25,32,70,21,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
18040,507,5,14,25,33,60,33,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
18041,506,5,14,25,33,60,33,90,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
18050,507,5,14,25,33,60,33,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
22010,502,5,6,15,24,40,24,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
22011,501,5,9,15,28,40,30,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
22020,503,5,11,25,31,45,31,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
